Episode,Outcome,Avg_Performance,SmartMovePlayer1
219,1,0.32,0.30
220,None,0.30,0.30
221,2,0.32,0.30
222,2,0.32,0.30
223,None,0.30,0.30
224,None,0.30,0.30
225,2,0.34,0.30
226,2,0.38,0.30
227,2,0.38,0.30
228,None,0.40,0.30
229,2,0.40,0.30
230,2,0.40,0.30
231,2,0.40,0.30
232,2,0.44,0.30
233,2,0.44,0.30
234,None,0.42,0.30
235,2,0.46,0.30
236,2,0.50,0.30
Increment at Episode 237: SmartMovePlayer1 increased to 0.40
237,None,0.52,0.40
238,2,1.00,0.40
239,2,1.00,0.40
240,2,1.00,0.40
241,None,0.75,0.40
242,2,0.80,0.40
243,2,0.83,0.40
244,None,0.71,0.40
245,2,0.75,0.40
246,1,0.56,0.40
247,2,0.60,0.40
248,2,0.64,0.40
249,2,0.67,0.40
250,2,0.69,0.40
251,2,0.71,0.40
252,1,0.60,0.40
253,None,0.56,0.40
254,2,0.59,0.40
255,1,0.50,0.40
256,2,0.53,0.40
257,1,0.45,0.40
258,2,0.48,0.40
259,None,0.45,0.40
260,2,0.48,0.40
261,2,0.50,0.40
262,2,0.52,0.40
263,2,0.54,0.40
264,1,0.48,0.40
265,1,0.43,0.40
266,1,0.38,0.40
267,2,0.40,0.40
268,1,0.35,0.40
269,1,0.31,0.40
270,2,0.33,0.40
271,None,0.32,0.40
272,2,0.34,0.40
273,1,0.31,0.40
274,2,0.32,0.40
275,2,0.34,0.40
276,None,0.33,0.40
277,1,0.30,0.40
278,None,0.29,0.40
279,2,0.31,0.40
280,None,0.30,0.40
281,None,0.30,0.40
282,None,0.29,0.40
283,2,0.30,0.40
284,1,0.28,0.40
285,2,0.29,0.40
286,1,0.27,0.40
287,1,0.24,0.40
288,2,0.24,0.40
289,2,0.24,0.40
290,2,0.24,0.40
291,2,0.26,0.40
292,1,0.22,0.40
293,None,0.20,0.40
294,1,0.18,0.40
295,2,0.18,0.40
296,1,0.18,0.40
297,2,0.18,0.40
298,2,0.18,0.40
299,1,0.14,0.40
300,2,0.14,0.40
301,None,0.12,0.40
302,2,0.16,0.40
303,None,0.16,0.40
304,2,0.16,0.40
305,2,0.20,0.40
306,2,0.20,0.40
307,2,0.24,0.40
308,2,0.24,0.40
309,1,0.22,0.40
310,2,0.22,0.40
311,2,0.22,0.40
312,2,0.22,0.40
313,1,0.18,0.40
314,None,0.20,0.40
315,None,0.22,0.40
316,1,0.22,0.40
317,1,0.18,0.40
318,2,0.22,0.40
319,2,0.26,0.40
320,2,0.26,0.40
321,2,0.28,0.40
322,None,0.26,0.40
323,None,0.28,0.40
324,1,0.24,0.40
325,2,0.24,0.40
326,2,0.26,0.40
327,1,0.26,0.40
328,2,0.28,0.40
329,2,0.28,0.40
330,None,0.28,0.40
331,2,0.30,0.40
332,2,0.32,0.40
333,2,0.32,0.40
334,2,0.36,0.40
335,None,0.34,0.40
336,2,0.38,0.40
337,None,0.40,0.40
338,1,0.36,0.40
339,2,0.36,0.40
340,2,0.36,0.40
341,1,0.32,0.40
342,1,0.32,0.40
343,None,0.32,0.40
344,1,0.32,0.40
345,None,0.30,0.40
346,1,0.30,0.40
347,1,0.26,0.40
348,1,0.22,0.40
349,2,0.26,0.40
350,2,0.26,0.40
351,2,0.28,0.40
352,2,0.28,0.40
353,2,0.30,0.40
354,2,0.30,0.40
355,2,0.30,0.40
356,None,0.28,0.40
357,1,0.24,0.40
358,2,0.24,0.40
359,2,0.28,0.40
360,None,0.26,0.40
361,2,0.26,0.40
362,None,0.24,0.40
363,2,0.28,0.40
364,2,0.30,0.40
365,2,0.32,0.40
366,1,0.32,0.40
367,2,0.36,0.40
368,1,0.32,0.40
369,1,0.28,0.40
370,2,0.28,0.40
371,2,0.28,0.40
372,None,0.28,0.40
373,2,0.30,0.40
374,2,0.34,0.40
375,2,0.34,0.40
376,2,0.34,0.40
377,None,0.36,0.40
378,1,0.32,0.40
379,None,0.30,0.40
380,2,0.32,0.40
381,2,0.32,0.40
382,2,0.32,0.40
383,None,0.30,0.40
384,2,0.30,0.40
385,2,0.32,0.40
386,None,0.30,0.40
387,2,0.32,0.40
388,2,0.36,0.40
389,2,0.36,0.40
390,2,0.36,0.40
391,2,0.40,0.40
392,2,0.44,0.40
393,1,0.42,0.40
394,1,0.42,0.40
395,1,0.40,0.40
396,2,0.44,0.40
397,2,0.48,0.40
Increment at Episode 398: SmartMovePlayer1 increased to 0.50
398,2,0.52,0.50
399,2,1.00,0.50
400,2,1.00,0.50
401,1,0.33,0.50
402,1,0.00,0.50
403,2,0.20,0.50
404,None,0.17,0.50
405,None,0.14,0.50
406,1,0.00,0.50
407,2,0.11,0.50
408,None,0.10,0.50
409,None,0.09,0.50
410,2,0.17,0.50
411,2,0.23,0.50
412,2,0.29,0.50
413,None,0.27,0.50
414,2,0.31,0.50
415,None,0.29,0.50
416,1,0.22,0.50
417,1,0.16,0.50
418,1,0.10,0.50
419,2,0.14,0.50
420,1,0.09,0.50
421,1,0.04,0.50
422,2,0.08,0.50
423,2,0.12,0.50
424,2,0.15,0.50
425,None,0.15,0.50
426,2,0.18,0.50
427,2,0.21,0.50
428,2,0.23,0.50
429,2,0.26,0.50
430,2,0.28,0.50
431,1,0.24,0.50
432,2,0.26,0.50
433,2,0.29,0.50
434,2,0.31,0.50
435,None,0.30,0.50
436,1,0.26,0.50
437,2,0.28,0.50
438,2,0.30,0.50
439,2,0.32,0.50
440,2,0.33,0.50
441,2,0.35,0.50
442,None,0.34,0.50
443,1,0.31,0.50
444,2,0.33,0.50
445,2,0.34,0.50
446,2,0.35,0.50
447,2,0.37,0.50
448,2,0.38,0.50
449,2,0.38,0.50
450,2,0.38,0.50
451,2,0.42,0.50
452,2,0.46,0.50
453,2,0.46,0.50
454,None,0.46,0.50
455,2,0.48,0.50
Increment at Episode 456: SmartMovePlayer1 increased to 0.60
456,2,0.52,0.60
457,2,1.00,0.60
458,1,0.00,0.60
459,2,0.33,0.60
460,None,0.25,0.60
461,2,0.40,0.60
462,2,0.50,0.60
463,None,0.43,0.60
464,2,0.50,0.60
465,2,0.56,0.60
466,2,0.60,0.60
467,None,0.55,0.60
468,2,0.58,0.60
469,2,0.62,0.60
470,2,0.64,0.60
471,1,0.53,0.60
472,2,0.56,0.60
473,2,0.59,0.60
474,2,0.61,0.60
475,2,0.63,0.60
476,1,0.55,0.60
477,2,0.57,0.60
478,2,0.59,0.60
479,2,0.61,0.60
480,2,0.62,0.60
481,2,0.64,0.60
482,None,0.62,0.60
483,2,0.63,0.60
484,2,0.64,0.60
485,2,0.66,0.60
486,2,0.67,0.60
487,1,0.61,0.60
488,None,0.59,0.60
489,None,0.58,0.60
490,2,0.59,0.60
491,None,0.57,0.60
492,2,0.58,0.60
493,1,0.54,0.60
494,2,0.55,0.60
495,2,0.56,0.60
496,1,0.53,0.60
497,2,0.54,0.60
498,2,0.55,0.60
499,2,0.56,0.60
500,2,0.57,0.60
501,None,0.56,0.60
502,None,0.54,0.60
503,2,0.55,0.60
504,None,0.54,0.60
505,1,0.51,0.60
Increment at Episode 506: SmartMovePlayer1 increased to 0.70
506,2,0.52,0.70
507,2,1.00,0.70
508,2,1.00,0.70
509,2,1.00,0.70
510,2,1.00,0.70
511,2,1.00,0.70
512,2,1.00,0.70
513,2,1.00,0.70
514,2,1.00,0.70
515,2,1.00,0.70
516,2,1.00,0.70
517,2,1.00,0.70
518,2,1.00,0.70
519,2,1.00,0.70
520,2,1.00,0.70
521,2,1.00,0.70
522,2,1.00,0.70
523,None,0.94,0.70
524,2,0.94,0.70
525,2,0.95,0.70
526,2,0.95,0.70
527,None,0.90,0.70
528,2,0.91,0.70
529,2,0.91,0.70
530,2,0.92,0.70
531,1,0.84,0.70
532,None,0.81,0.70
533,1,0.74,0.70
534,None,0.71,0.70
535,2,0.72,0.70
536,2,0.73,0.70
537,2,0.74,0.70
538,2,0.75,0.70
539,2,0.76,0.70
540,2,0.76,0.70
541,1,0.71,0.70
542,2,0.72,0.70
543,2,0.73,0.70
544,1,0.68,0.70
545,2,0.69,0.70
546,2,0.70,0.70
547,2,0.71,0.70
548,2,0.71,0.70
549,2,0.72,0.70
550,2,0.73,0.70
551,2,0.73,0.70
552,2,0.74,0.70
553,None,0.72,0.70
554,2,0.73,0.70
555,None,0.71,0.70
Increment at Episode 556: SmartMovePlayer1 increased to 0.80
556,None,0.70,0.80
557,None,0.00,0.80
558,2,0.50,0.80
559,1,0.00,0.80
560,2,0.25,0.80
561,None,0.20,0.80
562,1,0.00,0.80
563,2,0.14,0.80
564,2,0.25,0.80
565,None,0.22,0.80
566,1,0.10,0.80
567,1,0.00,0.80
568,2,0.08,0.80
569,1,0.00,0.80
570,None,0.00,0.80
571,2,0.07,0.80
572,2,0.12,0.80
573,2,0.18,0.80
574,2,0.22,0.80
575,1,0.16,0.80
576,1,0.10,0.80
577,2,0.14,0.80
578,1,0.09,0.80
579,2,0.13,0.80
580,2,0.17,0.80
581,2,0.20,0.80
582,None,0.19,0.80
583,2,0.22,0.80
584,2,0.25,0.80
585,2,0.28,0.80
586,1,0.23,0.80
587,1,0.19,0.80
588,2,0.22,0.80
589,None,0.21,0.80
590,2,0.24,0.80
591,2,0.26,0.80
592,2,0.28,0.80
593,2,0.30,0.80
594,2,0.32,0.80
595,2,0.33,0.80
596,2,0.35,0.80
597,None,0.34,0.80
598,2,0.36,0.80
599,2,0.37,0.80
600,1,0.34,0.80
601,1,0.31,0.80
602,1,0.28,0.80
603,2,0.30,0.80
604,1,0.27,0.80
605,None,0.27,0.80
606,None,0.26,0.80
607,2,0.28,0.80
608,2,0.28,0.80
609,None,0.30,0.80
610,2,0.30,0.80
611,1,0.28,0.80
612,2,0.32,0.80
613,2,0.32,0.80
614,2,0.32,0.80
615,2,0.34,0.80
616,2,0.38,0.80
617,1,0.38,0.80
618,2,0.38,0.80
619,2,0.42,0.80
620,2,0.44,0.80
621,2,0.44,0.80
622,2,0.44,0.80
623,1,0.40,0.80
624,None,0.38,0.80
625,2,0.42,0.80
626,None,0.44,0.80
627,2,0.44,0.80
628,2,0.48,0.80
629,2,0.48,0.80
630,2,0.48,0.80
631,1,0.44,0.80
632,2,0.46,0.80
633,2,0.46,0.80
634,None,0.44,0.80
635,2,0.44,0.80
636,None,0.46,0.80
637,2,0.50,0.80
638,2,0.50,0.80
Increment at Episode 639: SmartMovePlayer1 increased to 0.90
639,2,0.52,0.90
640,None,0.00,0.90
641,2,0.50,0.90
642,2,0.67,0.90
643,2,0.75,0.90
644,1,0.40,0.90
645,2,0.50,0.90
646,1,0.29,0.90
647,2,0.38,0.90
648,2,0.44,0.90
649,1,0.30,0.90
650,2,0.36,0.90
651,1,0.25,0.90
652,2,0.31,0.90
653,1,0.21,0.90
654,2,0.27,0.90
655,2,0.31,0.90
656,2,0.35,0.90
657,2,0.39,0.90
658,2,0.42,0.90
659,None,0.40,0.90
660,2,0.43,0.90
661,None,0.41,0.90
662,1,0.35,0.90
663,2,0.38,0.90
664,2,0.40,0.90
665,1,0.35,0.90
666,2,0.37,0.90
667,2,0.39,0.90
668,2,0.41,0.90
669,2,0.43,0.90
670,1,0.39,0.90
671,2,0.41,0.90
672,2,0.42,0.90
673,1,0.38,0.90
674,2,0.40,0.90
675,None,0.39,0.90
676,1,0.35,0.90
677,2,0.37,0.90
678,1,0.33,0.90
679,None,0.33,0.90
680,1,0.29,0.90
681,2,0.31,0.90
682,2,0.33,0.90
683,2,0.34,0.90
684,1,0.31,0.90
685,1,0.28,0.90
686,2,0.30,0.90
687,1,0.27,0.90
688,1,0.24,0.90
689,2,0.26,0.90
690,2,0.28,0.90
691,1,0.24,0.90
692,1,0.20,0.90
693,2,0.20,0.90
694,2,0.24,0.90
695,2,0.24,0.90
696,2,0.28,0.90
697,2,0.28,0.90
698,2,0.28,0.90
699,1,0.28,0.90
700,2,0.28,0.90
701,1,0.28,0.90
702,2,0.28,0.90
703,2,0.32,0.90
704,None,0.30,0.90
705,2,0.30,0.90
706,2,0.30,0.90
707,1,0.26,0.90
708,None,0.24,0.90
709,None,0.24,0.90
710,None,0.22,0.90
711,None,0.22,0.90
712,1,0.22,0.90
713,1,0.18,0.90
714,2,0.18,0.90
715,None,0.20,0.90
716,1,0.16,0.90
717,2,0.16,0.90
718,2,0.16,0.90
719,2,0.16,0.90
720,2,0.20,0.90
721,2,0.20,0.90
722,2,0.20,0.90
723,None,0.22,0.90
724,2,0.22,0.90
725,None,0.22,0.90
726,2,0.26,0.90
727,2,0.26,0.90
728,2,0.30,0.90
729,2,0.32,0.90
730,2,0.36,0.90
731,2,0.36,0.90
732,None,0.34,0.90
733,2,0.34,0.90
734,2,0.38,0.90
735,None,0.40,0.90
736,2,0.40,0.90
737,2,0.44,0.90
738,None,0.46,0.90
739,None,0.44,0.90
740,1,0.40,0.90
741,2,0.44,0.90
742,None,0.46,0.90
743,2,0.46,0.90
744,1,0.42,0.90
745,2,0.42,0.90
746,None,0.40,0.90
747,2,0.40,0.90
748,2,0.40,0.90
749,2,0.44,0.90
750,None,0.42,0.90
751,2,0.46,0.90
752,2,0.46,0.90
753,2,0.46,0.90
754,2,0.48,0.90
755,None,0.46,0.90
756,2,0.46,0.90
757,None,0.48,0.90
758,None,0.48,0.90
759,2,0.50,0.90
Increment at Episode 760: SmartMovePlayer1 increased to 1.00
760,2,0.52,1.00
761,1,-1.00,1.00
762,1,-1.00,1.00
763,1,-1.00,1.00
764,None,-0.75,1.00
765,2,-0.40,1.00
766,None,-0.33,1.00
767,1,-0.43,1.00
768,2,-0.25,1.00
769,2,-0.11,1.00
770,2,0.00,1.00
771,2,0.09,1.00
772,2,0.17,1.00
773,2,0.23,1.00
774,2,0.29,1.00
775,2,0.33,1.00
776,1,0.25,1.00
777,2,0.29,1.00
778,1,0.22,1.00
779,2,0.26,1.00
780,2,0.30,1.00
781,2,0.33,1.00
782,2,0.36,1.00
783,2,0.39,1.00
784,None,0.38,1.00
785,2,0.40,1.00
786,2,0.42,1.00
787,2,0.44,1.00
788,2,0.46,1.00
789,2,0.48,1.00
790,2,0.50,1.00
791,2,0.52,1.00
792,1,0.47,1.00
793,1,0.42,1.00
794,2,0.44,1.00
795,2,0.46,1.00
796,2,0.47,1.00
797,2,0.49,1.00
798,2,0.50,1.00
799,2,0.51,1.00
800,1,0.47,1.00
801,2,0.49,1.00
802,2,0.50,1.00
803,None,0.49,1.00
804,None,0.48,1.00
805,2,0.49,1.00
806,2,0.50,1.00
807,None,0.49,1.00
808,None,0.48,1.00
809,2,0.49,1.00
810,2,0.50,1.00
Increment at Episode 811: SmartMovePlayer1 increased to 1.00
811,None,0.52,1.00
812,None,0.00,1.00
813,None,0.00,1.00
814,1,-0.33,1.00
815,2,0.00,1.00
816,2,0.20,1.00
817,2,0.33,1.00
818,2,0.43,1.00
819,None,0.38,1.00
820,2,0.44,1.00
821,2,0.50,1.00
822,None,0.45,1.00
823,1,0.33,1.00
824,None,0.31,1.00
825,2,0.36,1.00
826,1,0.27,1.00
827,2,0.31,1.00
828,1,0.24,1.00
829,2,0.28,1.00
830,1,0.21,1.00
831,2,0.25,1.00
832,1,0.19,1.00
833,1,0.14,1.00
834,2,0.17,1.00
835,2,0.21,1.00
836,2,0.24,1.00
837,None,0.23,1.00
838,2,0.26,1.00
839,2,0.29,1.00
840,2,0.31,1.00
841,2,0.33,1.00
842,2,0.35,1.00
843,1,0.31,1.00
844,2,0.33,1.00
845,2,0.35,1.00
846,2,0.37,1.00
847,2,0.39,1.00
848,1,0.35,1.00
849,2,0.37,1.00
850,2,0.38,1.00
851,2,0.40,1.00
852,2,0.41,1.00
853,2,0.43,1.00
854,None,0.42,1.00
855,2,0.43,1.00
856,2,0.44,1.00
857,2,0.46,1.00
858,2,0.47,1.00
859,2,0.48,1.00
860,2,0.49,1.00
861,2,0.50,1.00
862,2,0.52,1.00
863,2,0.54,1.00
864,2,0.58,1.00
865,2,0.58,1.00
866,2,0.58,1.00
867,2,0.58,1.00
868,2,0.58,1.00
869,2,0.60,1.00
870,2,0.60,1.00
871,2,0.60,1.00
872,2,0.62,1.00
873,2,0.66,1.00
874,None,0.66,1.00
875,2,0.66,1.00
876,2,0.70,1.00
877,2,0.70,1.00
878,2,0.74,1.00
879,2,0.74,1.00
880,2,0.78,1.00
881,None,0.76,1.00
882,2,0.80,1.00
883,2,0.84,1.00
884,2,0.84,1.00
885,1,0.80,1.00
886,2,0.80,1.00
887,2,0.82,1.00
888,2,0.82,1.00
889,1,0.78,1.00
890,2,0.78,1.00
891,2,0.78,1.00
892,2,0.78,1.00
893,1,0.78,1.00
894,1,0.74,1.00
895,1,0.70,1.00
896,2,0.70,1.00
897,None,0.68,1.00
898,1,0.68,1.00
899,None,0.66,1.00
900,2,0.66,1.00
901,1,0.62,1.00
902,2,0.62,1.00
903,2,0.62,1.00
904,1,0.60,1.00
905,2,0.60,1.00
906,2,0.60,1.00
907,2,0.60,1.00
908,2,0.60,1.00
909,None,0.58,1.00
910,2,0.58,1.00
911,1,0.54,1.00
912,2,0.54,1.00
913,2,0.54,1.00
914,2,0.54,1.00
915,2,0.54,1.00
916,1,0.50,1.00
917,2,0.50,1.00
918,None,0.48,1.00
919,2,0.48,1.00
920,1,0.44,1.00
921,2,0.44,1.00
922,2,0.44,1.00
923,2,0.44,1.00
924,2,0.46,1.00
925,2,0.46,1.00
926,2,0.46,1.00
927,2,0.46,1.00
928,2,0.46,1.00
929,2,0.46,1.00
930,2,0.46,1.00
931,2,0.48,1.00
932,2,0.48,1.00
933,2,0.48,1.00
934,2,0.48,1.00
935,2,0.52,1.00
936,2,0.52,1.00
937,2,0.52,1.00
938,2,0.52,1.00
939,2,0.56,1.00
940,2,0.56,1.00
941,None,0.54,1.00
942,2,0.54,1.00
943,2,0.58,1.00
944,2,0.62,1.00
945,2,0.66,1.00
946,None,0.64,1.00
947,2,0.66,1.00
948,None,0.68,1.00
949,1,0.66,1.00
950,2,0.66,1.00
951,2,0.70,1.00
952,2,0.70,1.00
953,2,0.70,1.00
954,None,0.72,1.00
955,2,0.72,1.00
956,2,0.72,1.00
957,2,0.72,1.00
958,None,0.70,1.00
959,1,0.68,1.00
960,2,0.68,1.00
961,2,0.72,1.00
962,2,0.72,1.00
963,2,0.72,1.00
964,2,0.72,1.00
965,2,0.72,1.00
966,2,0.76,1.00
967,2,0.76,1.00
968,2,0.78,1.00
969,2,0.78,1.00
970,2,0.82,1.00
971,1,0.78,1.00
972,2,0.78,1.00
973,2,0.78,1.00
974,2,0.78,1.00
975,2,0.78,1.00
976,2,0.78,1.00
977,1,0.74,1.00
978,2,0.74,1.00
979,2,0.74,1.00
980,2,0.74,1.00
981,None,0.72,1.00
982,2,0.72,1.00
983,2,0.72,1.00
984,2,0.72,1.00
985,1,0.68,1.00
986,2,0.68,1.00
987,2,0.68,1.00
988,2,0.68,1.00
989,2,0.68,1.00
990,2,0.68,1.00
991,2,0.70,1.00
992,None,0.68,1.00
993,2,0.68,1.00
994,2,0.68,1.00
995,2,0.68,1.00
996,2,0.70,1.00
997,2,0.70,1.00
998,2,0.72,1.00
999,None,0.74,1.00
